date,open,high,low,close,symbol
2020-08-14,205.795,207.33,205.2,206.49,MCD
2020-08-17,207.43,209.5,206.85,207.03,MCD
2020-08-18,209.15,210.43,207.23,208.67,MCD
2020-08-19,210.34,211.17,208.64,210.32,MCD
2020-08-20,208.77,210.99,208.1,209.51,MCD
2020-08-21,209.5,212.185,209.26,209.88,MCD
2020-08-24,212.45,213.5,210.93,211.57,MCD
2020-08-25,213.88,214.185,212.22,212.62,MCD
2020-08-26,212.265,214.42,211.6,212.65,MCD
2020-08-27,213.88,216.1,212.1,213.76,MCD
2020-08-28,212.425,216.71,211.77,212.19,MCD
2020-08-31,213.38,214.99,212.81,213.65918517484,MCD
2020-09-01,210.85,213.61,210.5816,213.52,MCD
2020-09-02,213.01,217.13,212.69,212.69,MCD
2020-09-03,217.975,217.975,212.18,216.23,MCD
2020-09-04,215.12,217.78,210.76,213.8,MCD
2020-09-08,211.235,216.3,211.06,211.73,MCD
2020-09-09,214.745,218.11,214.495,213.58,MCD
2020-09-10,215.85,219.48,215.72,215.71,MCD
2020-09-11,218.025,219.18,216.28,217.24,MCD
2020-09-14,219.42,222.59,219.34,218.0,MCD
2020-09-15,221.75,223.58,221.405,220.56,MCD
2020-09-16,222.485,226.72,221.3,222.37,MCD
2020-09-17,223.36,223.73,220.5,224.81,MCD
2020-09-18,222.54,223.57,220.13,222.58,MCD
2020-09-21,216.62,218.045,213.4,220.27,MCD
2020-09-22,216.43,216.96,214.55,216.41,MCD
2020-09-23,217.67,219.685,214.24,216.41,MCD
2020-09-24,214.62,218.42,213.59,214.97,MCD
2020-09-25,215.285,219.25,213.65,216.12,MCD
2020-09-28,219.85,221.98,219.02,218.18,MCD
2020-09-29,220.36,220.955,218.4783,220.26,MCD
2020-09-30,218.87,222.2,218.41,218.68,MCD
2020-10-01,221.13,223.0,217.79,219.49,MCD
2020-10-02,217.48,223.3499,217.1,219.59,MCD
2020-10-05,224.79,226.5,224.01,222.67,MCD
2020-10-06,226.67,228.66,223.6,226.07,MCD
2020-10-07,225.695,228.405,225.195,224.09,MCD
2020-10-08,228.0,228.0,224.29,226.48,MCD
2020-10-09,227.0,227.22,223.12,225.8,MCD
2020-10-12,224.76,226.51,223.12,224.83,MCD
2020-10-13,225.2,228.58,224.93,226.11,MCD
2020-10-14,228.05,229.4803,227.31,227.35,MCD
2020-10-15,226.15,230.0,225.59,227.62,MCD
2020-10-16,229.77,231.91,229.17,229.64,MCD
2020-10-19,229.5,230.91,225.17,226.035,MCD
2020-10-20,226.76,229.975,226.445,227.58,MCD
2020-10-21,227.1,229.49,227.1,227.45,MCD
2020-10-22,227.67,229.4,226.875,228.19,MCD
2020-10-23,230.01,230.41,227.8,229.15,MCD
2020-10-26,226.86,227.25,220.97,228.71,MCD
2020-10-27,224.6,225.205,222.7,222.905,MCD
2020-10-28,218.35,220.56,214.45,214.63,MCD
2020-10-29,214.5,217.65,213.07,214.69,MCD
